model,task,modulus,train_frac,encoding,seed,steps,eval_every,batch_size,lr,weight_decay,hidden_dim,depth,activation,kan_grid,kan_k,kan_grid_min,kan_grid_max,device,threshold,stop_at_test_acc,output,n_train,n_test,device_resolved,step,elapsed_sec,train_loss,test_loss,train_acc,test_acc,first_fit_step,first_generalization_step
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,0,0.004203,2.8344290256500244,2.8358659744262695,0.043103449046611786,0.011560693383216858,,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,1000,1.425911,0.009654355235397816,7.677984237670898,1.0,0.3179190754890442,1000,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,2000,2.859823,0.0041999248787760735,8.58215618133545,1.0,0.2947976887226105,1000,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,3000,4.346863,0.0023576472885906696,8.943946838378906,1.0,0.2774566411972046,1000,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,4000,5.83884,0.0014375135069712996,9.23651123046875,1.0,0.28901734948158264,1000,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,5000,7.332498,0.0009045905899256468,9.597079277038574,1.0,0.3005780279636383,1000,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,6000,8.856845,0.0005707871168851852,10.107169151306152,1.0,0.3005780279636383,1000,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,7000,10.37064,0.00035870319698005915,10.6585111618042,1.0,0.3005780279636383,1000,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,8000,11.944078,0.00022383815667126328,11.13962459564209,1.0,0.30635836720466614,1000,
mlp,all_pairs,17,0.4,fourier,3,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed3_50k.csv,116,173,cpu,9000,13.51351,0.00013955810572952032,11.58462905883789,1.0,0.3005780279636383,1000,
