model,task,modulus,train_frac,encoding,seed,steps,eval_every,batch_size,lr,weight_decay,hidden_dim,depth,activation,kan_grid,kan_k,kan_grid_min,kan_grid_max,device,threshold,stop_at_test_acc,output,n_train,n_test,device_resolved,step,elapsed_sec,train_loss,test_loss,train_acc,test_acc,first_fit_step,first_generalization_step
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,0,0.003474,2.8330237865448,2.836825132369995,0.06034482643008232,0.08670520037412643,,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,1000,1.473701,0.010136395692825317,4.436065673828125,1.0,0.30635836720466614,1000,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,2000,2.919143,0.004220832604914904,5.040054798126221,1.0,0.30635836720466614,1000,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,3000,4.400147,0.002400934463366866,5.327765941619873,1.0,0.2947976887226105,1000,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,4000,5.867672,0.0014686124632135034,5.521249294281006,1.0,0.3005780279636383,1000,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,5000,7.32011,0.0009274553740397096,5.7114644050598145,1.0,0.2832369804382324,1000,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,6000,8.76492,0.0005902372649870813,5.963386058807373,1.0,0.28901734948158264,1000,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,7000,10.287803,0.0003720419481396675,6.184792518615723,1.0,0.28901734948158264,1000,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,8000,11.784593,0.00023569514451082796,6.446528911590576,1.0,0.2947976887226105,1000,
mlp,all_pairs,17,0.4,fourier,4,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_fourier_seed4_50k.csv,116,173,cpu,9000,13.36169,0.00014834105968475342,6.775361061096191,1.0,0.2947976887226105,1000,
