model,task,modulus,train_frac,encoding,seed,steps,eval_every,batch_size,lr,weight_decay,hidden_dim,depth,activation,kan_grid,kan_k,kan_grid_min,kan_grid_max,device,threshold,stop_at_test_acc,output,n_train,n_test,device_resolved,step,elapsed_sec,train_loss,test_loss,train_acc,test_acc,first_fit_step,first_generalization_step
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,0,0.004409,2.835165500640869,2.8328146934509277,0.08620689809322357,0.05780346691608429,,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,1000,1.502217,0.003878420451655984,17.480960845947266,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,2000,2.941007,0.0014300247421488166,16.90218734741211,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,3000,4.420765,0.0007408683886751533,17.172494888305664,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,4000,5.924713,0.00043495226418599486,17.681241989135742,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,5000,7.365803,0.0002659164019860327,18.287494659423828,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,6000,8.814971,0.00016461159975733608,18.94598388671875,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,7000,10.290828,0.00010166051652049646,19.564260482788086,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,8000,11.753267,6.299589585978538e-05,20.239513397216797,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,9000,13.301697,3.918410584446974e-05,20.955596923828125,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,10000,14.778063,2.44252551055979e-05,21.719039916992188,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,11000,16.251347,1.5244278984027915e-05,22.42783546447754,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,12000,17.789149,9.540806786390021e-06,22.993030548095703,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,13000,19.236559,6.027243671269389e-06,23.464038848876953,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,14000,20.761017,3.836270934698405e-06,23.91219711303711,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,15000,22.252739,2.50030871029594e-06,24.30168914794922,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,16000,23.709022,1.652485934755532e-06,24.75768280029297,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,17000,25.228751,1.1242664186283946e-06,25.15944480895996,1.0,0.0,1000,
mlp,all_pairs,17,0.4,onehot,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_onehot_seed2_50k.csv,116,173,cpu,18000,26.734606,7.604728011756379e-07,26.003881454467773,1.0,0.005780346691608429,1000,
