model,task,modulus,train_frac,encoding,seed,steps,eval_every,batch_size,lr,weight_decay,hidden_dim,depth,activation,kan_grid,kan_k,kan_grid_min,kan_grid_max,device,threshold,stop_at_test_acc,output,n_train,n_test,device_resolved,step,elapsed_sec,train_loss,test_loss,train_acc,test_acc,first_fit_step,first_generalization_step
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,0,0.003648,1.9652502536773682,1.9411039352416992,0.25,0.13793103396892548,,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,500,0.485793,0.02320709452033043,18.449094772338867,1.0,0.13793103396892548,500,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,1000,0.987147,0.009516986086964607,18.586870193481445,1.0,0.2068965584039688,500,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,1500,1.482328,0.0056841191835701466,18.50263214111328,1.0,0.27586206793785095,500,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,2000,1.982281,0.0040140398778021336,18.648418426513672,1.0,0.27586206793785095,500,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,2500,2.520376,0.003058358794078231,18.960405349731445,1.0,0.27586206793785095,500,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,3000,3.050118,0.002410558285191655,19.285232543945312,1.0,0.27586206793785095,500,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,3500,3.56249,0.0019072226714342833,19.380037307739258,1.0,0.24137930572032928,500,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,4000,4.083535,0.0015292876632884145,19.744823455810547,1.0,0.24137930572032928,500,
mlp,all_pairs,7,0.4,scalar,2,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed2_30k.csv,20,29,cpu,4500,4.573948,0.0012405228335410357,20.538387298583984,1.0,0.24137930572032928,500,
