model,task,modulus,train_frac,encoding,seed,steps,eval_every,batch_size,lr,weight_decay,hidden_dim,depth,activation,kan_grid,kan_k,kan_grid_min,kan_grid_max,device,threshold,stop_at_test_acc,output,n_train,n_test,device_resolved,step,elapsed_sec,train_loss,test_loss,train_acc,test_acc,first_fit_step,first_generalization_step
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,0,0.00348,1.955296277999878,1.9408607482910156,0.15000000596046448,0.17241379618644714,,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,500,0.497492,0.021925725042819977,12.543840408325195,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,1000,0.985074,0.010120184160768986,12.706612586975098,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,1500,1.513287,0.006073729135096073,12.877732276916504,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,2000,2.019564,0.004293664824217558,12.96042251586914,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,2500,2.530857,0.0032292467076331377,13.284626960754395,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,3000,3.046021,0.002492301631718874,13.87264633178711,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,3500,3.569917,0.0019536761101335287,14.53732967376709,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,4000,4.043912,0.001544377999380231,15.19321346282959,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,4500,4.576959,0.0012194400187581778,15.82402229309082,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,5000,5.0759,0.0009660221403464675,16.396074295043945,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,5500,5.59228,0.0007751405937597156,16.856571197509766,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,6000,6.113543,0.0006290762685239315,17.300752639770508,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,6500,6.659286,0.0005108569748699665,17.758119583129883,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,7000,7.171261,0.0004106519336346537,18.307144165039062,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,7500,7.704517,0.00032489962177351117,18.768024444580078,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,8000,8.208128,0.00025702459970489144,19.107566833496094,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,8500,8.760298,0.00020373068400658667,19.411376953125,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,9000,9.301207,0.0001631319464650005,19.678316116333008,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,9500,9.83122,0.00013095172471366823,19.915782928466797,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,10000,10.376031,0.00010469405970070511,20.096981048583984,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,10500,10.902874,8.348941628355533e-05,20.236125946044922,1.0,0.37931033968925476,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,11000,11.410092,6.617604230996221e-05,20.400264739990234,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,11500,11.942461,5.259325189399533e-05,20.60363006591797,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,12000,12.477757,4.235384039930068e-05,20.852354049682617,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,12500,12.996177,3.397386899450794e-05,21.20768928527832,1.0,0.3448275923728943,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,13000,13.531079,2.7399748432799242e-05,21.461315155029297,1.0,0.37931033968925476,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,13500,14.046863,2.212491563113872e-05,21.768583297729492,1.0,0.37931033968925476,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,14000,14.583348,1.7833499441621825e-05,22.264915466308594,1.0,0.4137931168079376,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,14500,15.112734,1.4364581147674471e-05,23.11220932006836,1.0,0.4137931168079376,500,
mlp,all_pairs,7,0.4,scalar,1,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed1_30k.csv,20,29,cpu,15000,15.637467,1.1527448805281892e-05,24.14588737487793,1.0,0.4137931168079376,500,
