model,task,modulus,train_frac,encoding,seed,steps,eval_every,batch_size,lr,weight_decay,hidden_dim,depth,activation,kan_grid,kan_k,kan_grid_min,kan_grid_max,device,threshold,stop_at_test_acc,output,n_train,n_test,device_resolved,step,elapsed_sec,train_loss,test_loss,train_acc,test_acc,first_fit_step,first_generalization_step
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,0,0.003837,2.8379392623901367,2.834923028945923,0.043103449046611786,0.07514450699090958,,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,1000,1.474652,0.024978870525956154,9.264744758605957,1.0,0.32947975397109985,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,2000,2.991833,0.011319400742650032,9.35759449005127,1.0,0.3179190754890442,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,3000,4.505747,0.006969525944441557,9.553842544555664,1.0,0.3410404622554779,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,4000,6.074359,0.004783881828188896,9.952643394470215,1.0,0.35260117053985596,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,5000,7.601664,0.0032958569936454296,10.52780818939209,1.0,0.3757225573062897,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,6000,9.21978,0.0022275771480053663,11.172367095947266,1.0,0.4161849617958069,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,7000,10.781977,0.009296656586229801,7.5071702003479,1.0,0.49132949113845825,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,8000,12.323384,0.003854433773085475,8.65749740600586,1.0,0.49132949113845825,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,9000,13.989811,0.0026133363135159016,9.028919219970703,1.0,0.4797687828540802,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,10000,15.626847,0.0019530458375811577,9.678692817687988,1.0,0.4624277353286743,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,11000,17.279027,0.001455249497666955,10.70833969116211,1.0,0.46820810437202454,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,12000,18.896765,0.0010601469548419118,11.22824478149414,1.0,0.4797687828540802,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,13000,20.489713,0.0007668971084058285,11.269516944885254,1.0,0.4797687828540802,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,14000,22.140552,0.0005481519037857652,11.295909881591797,1.0,0.4971098303794861,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,15000,23.722032,0.0003918891598004848,11.247968673706055,1.0,0.5028901696205139,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,16000,25.383829,0.0002802330127451569,11.012102127075195,1.0,0.5086705088615417,1000,
mlp,all_pairs,17,0.4,scalar,2,50000,1000,0,0.001,1.0,256,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m17_scalar_seed2_50k.csv,116,173,cpu,17000,27.099966,0.00019813809194602072,11.178129196166992,1.0,0.52601158618927,1000,
