model,task,modulus,train_frac,encoding,seed,steps,eval_every,batch_size,lr,weight_decay,hidden_dim,depth,activation,kan_grid,kan_k,kan_grid_min,kan_grid_max,device,threshold,stop_at_test_acc,output,n_train,n_test,device_resolved,step,elapsed_sec,train_loss,test_loss,train_acc,test_acc,first_fit_step,first_generalization_step
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,0,0.003928,1.93381667137146,1.9560978412628174,0.15000000596046448,0.13793103396892548,,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,500,0.510151,0.01947534829378128,13.36778450012207,1.0,0.4137931168079376,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,1000,1.042653,0.008798004128038883,13.461142539978027,1.0,0.4137931168079376,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,1500,1.585384,0.005355446133762598,13.64712905883789,1.0,0.4137931168079376,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,2000,2.111467,0.003707191674038768,13.966756820678711,1.0,0.37931033968925476,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,2500,2.63323,0.0027924247551709414,14.508503913879395,1.0,0.37931033968925476,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,3000,3.1702,0.002199993235990405,15.194687843322754,1.0,0.37931033968925476,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,3500,3.687677,0.0017587796319276094,15.961346626281738,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,4000,4.238728,0.0014165088068693876,16.764907836914062,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,4500,4.753208,0.0011413560714572668,17.545061111450195,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,5000,5.30597,0.0009173752623610198,18.386274337768555,1.0,0.3103448152542114,500,
mlp,all_pairs,7,0.4,scalar,3,30000,500,0,0.001,1.0,128,2,gelu,5,3,-1.0,1.0,auto,0.99,0.0,outputs\modular_m7_scalar_seed3_30k.csv,20,29,cpu,5500,5.853577,0.0007379627204500139,19.245975494384766,1.0,0.3103448152542114,500,
